,tileID,ratio_rep1,coverage_rep1,ratio_rep2,coverage_rep2,ratio_rep3,coverage_rep3,iscontrol,log_cov_rep1,log_cov_rep2,log_cov_rep3
128,ZMMV_gp1-224,1.0760623318427849,0.0010810729540262417,1.0417899765465537,0.0010006545173222602,1.1298253504734936,0.0011518749099040263,no,-2.966144997571245,-2.9997158397224033,-2.938594681405976
129,FK890_gp1-003,0.4248789086455923,0.00010580587743900846,1.2227855414203903,0.0001312407222808515,0.5951719184421311,0.00010399810682838936,no,-3.9754902068903233,-3.881931388147884,-3.9829745664845593
130,KM741_gp1-221,0.8757605497563485,6.505297481681637e-05,1.3453076481619062,5.298636669479871e-05,2.4514384192758825,8.68530827091755e-05,no,-4.186732838733636,-4.275835859283525,-4.061214762365707
131,KM720_gp1-002,1.0073059082609979,0.0013492310098727534,0.9411587070997407,0.0012717518454787914,0.9529704278096814,0.0014571014577105573,no,-2.869913685818252,-2.8955976234778746,-2.8365102073310577
132,D1R80_gp1-214,1.0637892847984178,0.002022676022864884,1.05177008410003,0.0018007460195869334,1.1431276520023002,0.0022182502916346042,no,-2.6940736737045774,-2.7445475365253618,-2.6539894527120795
133,EXJ02_gp1-005,0.9173751805426866,0.000552373282871832,0.9700125347417948,0.0004955318739080454,1.0928628829424576,0.0005757118625293919,no,-3.2577673354915597,-3.304928405321646,-3.2397948218250825
134,CBSV_gp1-227,0.9612668550862362,1.8958672336375776e-05,0.41586154721969926,1.7547946404145173e-05,0.72815002552749,1.9400948345426216e-05,no,-4.722192079296197,-4.755773700709966,-4.71217704063064
135,KM740_gp5-015,0.9896851677981734,0.000254375925348068,0.960607658922421,0.00018873264278211992,0.6767741820093867,0.00022649479231172,no,-3.59452399358666,-3.7241529787216456,-3.6449417790652068
136,CD922_gp1-005,0.6783629286127288,0.0006052927073933678,1.0665061161624354,0.0007239450081085477,0.9753964608425308,0.0007584417248525922,no,-3.218034558464613,-3.140294422175871,-3.120077782770755
137,AVT81_gp1-348,0.8223078735077396,8.777041001640403e-05,0.7059992984947006,9.640831215130208e-05,0.8040429569321063,9.181611600684267e-05,no,-4.056651872847171,-4.01588552039366,-4.037081082648988
138,AVT81_gp1-413,0.6703267478094134,4.635807531294668e-05,0.8321733002591538,4.352733852799974e-05,0.6258731875603163,4.6472039059974424e-05,no,-4.333874603302022,-4.361237886895904,-4.332808271505054
139,EXL60_gp1-275,0.31875728026538813,3.748871381992915e-05,1.6658705599737873,3.6228868326876296e-05,0.6634255788139352,3.293649370270032e-05,no,-4.426099459298093,-4.440945231713986,-4.48232263608977
140,SplcGvgp4-010,1.159401676574815,0.0006734120413880676,0.8889901295644279,0.0006226886146684127,1.0518270175104183,0.0006894104435304943,no,-3.1717191221896335,-3.205729074911146,-3.161522141970555
141,TYVgp2-080,1.2633709355388971,0.0024560218150683397,1.2274829774510088,0.002357432223230746,1.5394334760811055,0.002709364995681033,no,-2.6097677799894505,-2.6275607844867177,-2.5671324844713013
142,D1T82_gp4-009,0.8617847498579474,0.004477148172542251,0.9254474356316237,0.00469489245941293,0.8744357587036488,0.004348745130869548,no,-2.3489985322744493,-2.328374351176026,-2.361636044507688
143,EXJ17_gp1-003,1.1256476323224744,0.0011963746534354696,1.0814747318169011,0.0010035264785205364,0.9940497655364918,0.0012021820201485616,no,-2.9221327965682664,-2.998471163960106,-2.9200297716332955
144,KM756_gp1-303,0.9618968848903344,0.0005568574210244357,1.0296136182826754,0.0004904993547440939,0.8491309132486675,0.0005071317660525364,no,-3.2542559882892395,-3.309361559601594,-3.294879184977184
145,FoMVgp5-011,0.6816675947574812,0.00026581707195802,0.962884434310418,0.0002525744958410445,0.7169615036865787,0.0002966540357469241,no,-3.575417130168795,-3.597610505224498,-3.527749739048431
146,M522_gp2-064,1.0588935825968528,0.00044086331792987914,0.864366759308247,0.0003582047017482787,1.0073077131577266,0.0004800606753379882,no,-3.3556960351799883,-3.4458687179567487,-3.318703868251197
147,M522_gp2-083,0.7793500179759585,3.795031627681482e-05,1.0382965447483883,2.4082316836919952e-05,0.9522108307682364,4.6697631482595656e-05,no,-4.420784600356035,-4.618301734146436,-4.33070514641729
148,VVY_gp1-221,0.8817027749682946,0.000546207592912002,1.0876207585986657,0.0005009859653579825,0.8462122107364738,0.0005682673125828911,no,-3.2626422669629203,-3.300174440306323,-3.2454473243760944
149,HYVMVSDB_gp1-006,1.132778058325,1.7277120529149403e-05,0.7288826661453858,1.6625757028551958e-05,1.1057092980232255,3.609478761939761e-05,no,-4.7625286370021005,-4.779218570636133,-4.442555509218282
150,CGU93_gp1-114,0.8464123674216407,3.3894808977033566e-05,0.8370742030875353,2.8930398125752854e-05,0.6539480705451648,3.1357346744351674e-05,no,-4.46986680932657,-4.538645589766194,-4.503660691620112
151,CymMVgp5-013,0.91740367755151,0.0018427829510957255,1.111634831176967,0.001761882324472648,0.8842298172588785,0.001723526108826236,no,-2.7345258143699223,-2.754023101337601,-2.7635821332985175
152,KM621_gp06-000,0.8347159428396844,0.0002492653267182624,0.8133470511402989,0.00021626658271054592,0.6882876813730373,0.00023303697256773582,no,-3.6033381284846207,-3.6650105821125263,-3.632575170354587
153,EXL51_gp1-015,0.933280732640852,0.0014377597667826125,0.8652252343071596,0.001312328178004893,1.0219448306885193,0.0013828815506681709,no,-2.8423136735334804,-2.881957546001385,-2.859215017355792
154,EXL51_gp1-016,1.010924611584812,0.002811158962433737,0.9583221791736121,0.002512307341794658,0.8516520146625419,0.0024713649898156303,no,-2.5511145956747137,-2.599927232498243,-2.6070631099774833
155,EXL51_gp1-368,1.0926096352090306,0.003691302961298459,0.9987666035942049,0.0035648679468288794,1.1919710854422088,0.0038138654968346,no,-2.432820308903351,-2.447956553056359,-2.4186346272345753
156,AcLVgp1-148,1.0996918852413837,0.0010134152224884276,0.9851010503513488,0.0009075924351909679,1.1319575899644294,0.0010287014471528318,no,-2.994212576468209,-3.0421091326290046,-2.9877106492097725
157,AcLVgp5-021,0.8380808633734186,0.0005673423911165531,1.101609814301283,0.0005959451227762095,0.8282938928681216,0.000596015180565303,no,-3.246154765280373,-3.2247937301469416,-3.224742678595699
158,CpCV_gp4-020,0.901859278426407,0.00012529209544039644,1.1043085689754808,0.00013574627608732123,0.8328987796324482,0.00016332891397777418,no,-3.9020763273690173,-3.8672720755285117,-3.7869369256770606
159,CpCV_gp4-019,0.7757181621355986,0.00013452414457810986,1.304402915035554,0.00015260916752674001,0.7584722233431523,0.0001687431321206838,no,-3.8711997608959474,-3.8164193766911767,-3.772773894009746
160,PlPVgp1-221,1.3016994035377198,0.0005838941363563106,1.0993549889520613,0.00046910456123033133,0.8571140397519077,0.0006039109153570463,no,-3.23366588604497,-3.3287303442697826,-3.219027120687275
161,D1Q88_gp4-010,0.7888159258147394,0.0007972863578537437,1.0707648669932959,0.0007903953396870073,0.8313564132367598,0.0008534161347761323,no,-3.0983856669357763,-3.102155629091207,-3.0688391505814634
162,GLRaV-7-Alb_gp07-015,0.652040251693708,0.0005539559198668686,0.9420505805573247,0.0005384005057391929,1.0190501797272333,0.0007460341416084243,no,-3.2565247921672866,-3.2688945408352725,-3.1272412969605043
163,CKM67_gp2-042,0.590604238757145,0.0004369726686504142,1.018394366847119,0.00046826141665836036,0.9142793965228512,0.0005590180232554205,no,-3.359545726017021,-3.3295116253114343,-3.2525741898341627
164,GarLVgp1-065,0.4589290770939827,8.015396947779046e-05,1.0053676278244985,9.704067058028029e-05,0.8506499752890334,8.392038121509944e-05,no,-4.096074965142492,-4.013046211025355,-4.07613255199231
165,KM669_gp7-175,0.8787304940805559,0.004876994815017431,0.9682542990225651,0.004604333462729677,0.9770855115613715,0.005473548950059026,no,-2.311847706128859,-2.3368332307027457,-2.261730993657963
166,EMSV_gp4-019,1.3391294065471104,0.0008223118053377597,1.2116768007030287,0.0006030591551022142,1.153365933866475,0.0007252796387272707,no,-3.0849634748433035,-3.219640085083061,-3.1394945146139666
167,B391_gp1-120,0.5160448867795884,7.187809685791164e-06,0.8314190809153572,1.380649236602413e-05,1.3584428518571057,1.4437915047759044e-05,no,-5.143403430381222,-4.859916642896541,-4.840495517890321
168,K927_gp1-001,1.415010121433484,5.753544909039258e-05,0.4830217906945788,1.678384663579651e-05,0.8529757441893453,3.248530885745785e-05,no,-4.240064492690628,-4.775108497544917,-4.488312999778958
169,PAMVgp6-015,0.8325891166614091,0.0010894807130623736,0.9651136436191583,0.0010809640378024923,0.9418449611902793,0.0012876815483220097,no,-2.9627804536093043,-2.9661887541907506,-2.890191527431598
170,PcMV_gp1-076,1.0485138410969188,0.0005637155146695942,1.0223684664694912,0.0005353968032015464,1.10653445421578,0.0006451943286967322,no,-3.2489400122923344,-3.2713242262683857,-3.1903094587451646
171,CCZ25_gp2-099,0.7004288145677208,0.001846607657167064,0.7253116421887456,0.001966740107193712,0.5793421816361015,0.0018505346427619912,no,-2.733625367920578,-2.706253025677447,-2.7327027803232364
172,CCZ25_gp2-102,1.3816611594583923,0.00029555745882308256,1.192851192883661,0.00029019982236524767,1.4930271214926325,0.00038057441696202356,no,-3.529358076122804,-3.5373028577350034,-3.419560409285082
173,LVX_gp1-105,0.8741740438683219,9.561765178346044e-05,1.2328021542628904,0.00010151987611887591,0.8837422822260256,0.00014099526413827192,no,-4.019461926086871,-3.9934489208672663,-3.8507954745301323
174,NMVgp1-134,0.9100475158314748,0.00011579627347017692,1.1268028143983497,7.627823549549591e-05,1.0559850929050212,9.880948110810096e-05,no,-3.9363054167517624,-4.117599361816812,-4.0052013813701075
175,WMV_gp1-235,0.8432910736974117,0.0002098972314667273,0.8714855543329243,0.00015081748531130176,1.2043187288231858,0.0002407071149368578,no,-3.6779932897008427,-3.8215483047925285,-3.6185110724497376
176,PSbMVgp1-002,1.2032188478722565,0.0004456112289149889,1.078034784247203,0.00043053069706266083,0.853460527220996,0.0004033592516467683,no,-3.351043873951083,-3.3659958776838708,-3.3943079774143086
177,B9L41_gp1-107,1.1275725805634176,0.00024560547866724026,0.6785204725202736,0.00019418673423205694,0.8653377114964373,0.000286953561574211,no,-3.6097619497116007,-3.7117804420212157,-3.542188380561812
178,C1175_gp1-130,0.7458755301320231,0.0006410998694060706,0.902482523618423,0.0005989224770459818,0.9447587807512439,0.0006409080726669288,no,-3.193074311583323,-3.2226293879111765,-3.1932042581512716
179,PhVB_ORF2-005,1.2846982777288716,0.0024190276753093595,1.1276920886104598,0.0021753656922207714,1.1365844467684303,0.002428728021940217,no,-2.6163591629876923,-2.662467725024902,-2.6146211163945385
180,LyspVgp1-182,1.0160345404494124,0.0003942414697844264,1.0138584643368413,0.00030403266299914585,0.9968010889698099,0.00045050806797460643,no,-3.4042376947413078,-3.5170797565284846,-3.346297427003505
181,H658_gp4-016,0.8244071110404655,0.0038078575816620905,0.989031409234957,0.003643148650682806,0.8862943990977782,0.003846350805692058,no,-2.4193193031066076,-2.438523107963635,-2.414951108545691
182,MYVYVgp4-010,0.9559984178853752,0.000853404027969416,1.2651330994012526,0.0007621499965259809,1.4250606496342508,0.0009210938615625028,no,-3.068845311651581,-3.1179595480136166,-3.0356961119512103
183,TlcZvgp4-008,1.0710257052168919,0.0007687988919430853,1.3716613171907608,0.0009073026042443529,1.6300732780060188,0.0010169706411765277,no,-3.1141872512803936,-3.0422478425589286,-2.9926915845001383
184,KM705_gp1-007,0.6117827729126961,0.00011256505627197722,0.8636938204752288,0.00011522097541340366,0.7739965086162579,0.00015543317918603096,no,-3.9485964072071122,-3.9384684525354103,-3.8084562699665816
185,C340_gp4-021,0.920376037551414,0.0010597732978013742,0.9346503423169825,0.0011390356201969908,0.953595350438302,0.001444468282043768,no,-2.974787027229324,-2.9434626943466156,-2.84029199005004
186,MVX_gp1-107,0.938980048278072,0.0002507490489011092,1.7223808089095864,0.00031633730409634677,0.9549307573836946,0.0003268834203781696,no,-3.60076070559681,-3.4998495908604124,-3.485607106403033
187,MVX_gp2-004,0.9478695968366926,0.0004921341622482519,1.1796368402664195,0.0004713705122675032,1.1026207245650599,0.000429979157516074,no,-3.3079164867014508,-3.3266375893128943,-3.3665525955719
188,BH751_gp5-020,0.9977079891190375,0.0045142412271134205,1.1301666605506677,0.004342853252347189,1.0850402850300636,0.00475819537792709,no,-2.345415237281945,-2.362224845464527,-2.3225577292147808
189,FK892_gp1-005,1.0417625114896922,0.00016960593130142086,0.9539591575447582,0.00018554450236935483,1.0032289240600971,0.00023236019529987212,no,-3.7705589640696617,-3.731551909146102,-3.6338382671690352
190,ToLCBDVgp4-008,1.0458019118478803,0.00514037198827477,1.1172320011010997,0.004661193024801967,1.223175818448988,0.005287435201396507,no,-2.289005451703271,-2.331502912113412,-2.276754941952291
191,CpRLV_gp3-015,0.6859274321519321,0.0003967473116932343,0.9044591950642964,0.00032353038122597384,0.9287958103395093,0.00041148057886113273,no,-3.401486007284518,-3.4900849305153354,-3.38565065788181
192,CVNV_gp1-043,1.0319747624408913,0.0002730708248519377,1.3099283521413587,0.00019342263446370828,1.1035829339885652,0.00024995640426432846,no,-3.563724697819468,-3.713492705808816,-3.6021357314817966
193,BKK91_gp3-008,1.3995022428059996,0.004645896842138027,1.3665006876398729,0.003894985395023376,1.3548958305742846,0.0045783982170979655,no,-2.3329304375378492,-2.409494166456795,-2.3392864362209034
194,KM701_gp1-071,1.289489525829858,7.560388811706027e-05,0.9206922189243516,4.75322752448617e-05,0.6634255788139352,6.94824661673404e-05,no,-4.121455869255889,-4.323011396674344,-4.158124775373763
195,AL2-1,0.7271368460304423,0.025871268043050892,0.7898156381197001,0.028192620277010406,0.7404350605779968,0.027516635749225145,no,-1.5871822844414152,-1.5498645580779409,-1.5604046650899035
196,AL2-2,0.6812096172857363,0.02159544448491892,0.7282492401854384,0.023200861883460083,0.6500996955287969,0.022725729470017976,no,-1.6656378527250273,-1.6344958813040111,-1.6434821675243039
197,AL2-3,1.235920857137724,0.0021390657852082,1.4291582011457935,0.001970191730285218,1.4845461450857282,0.001751499569231269,no,-2.6697758588536322,-2.7054915081769115,-2.756589965157882
198,P12-1,0.7865386276555921,0.00941082117494443,0.8264916426341041,0.010326255055606833,0.8039047667225,0.009972087449549074,no,-2.0263724789970787,-1.986057152204288,-2.001213921635364
199,P12-2,0.7100691785122896,0.011196101648553825,0.7742407413350527,0.011768005925409266,0.7100176363754921,0.011211943404275383,no,-1.9509331672614645,-1.929297121605144,-1.9503191031408753
200,P2-1,0.728919744754876,0.009308609202348318,0.7266546632158569,0.009581969184699488,0.7052841941422724,0.009685359480397485,no,-2.031115202033294,-2.018545230152523,-2.013884255434734
201,P2-2,0.7667045640311884,0.02167810429630552,0.810182027038961,0.02281918087503599,0.7595287486602601,0.022409674485925627,no,-1.663978698593541,-1.6416999492182727,-1.649564451809116
202,M-1,0.7705347388691427,0.009469147942532341,0.7736647964586201,0.010042484210602864,0.6745368353007186,0.00975213483749337,no,-2.023689098135555,-1.9981588424196357,-2.010900302593275
203,M-2,0.7153274741360865,0.0007678756870293139,0.785012322765887,0.0007929774699386683,0.609488539885973,0.0007453573643405606,no,-3.1147090831027477,-3.100739151673964,-3.127635453225863
204,M-3,0.723615880679431,0.012523274655308256,0.7950097742445597,0.012907463117892242,0.7737751794781517,0.012695664767855245,no,-1.902282094545993,-1.8891591072428753,-1.896344553754214
205,RepA-1,1.116243650917811,0.12340951576319635,1.1199639736156097,0.12297231964274699,1.243759321281731,0.11700125406827735,no,-0.9086513517767246,-0.9101926347336698,-0.9318094832793601
206,RepA-2,0.8557033843543371,0.12458528316409229,0.8488021879164266,0.13211134809621514,0.7965833523705514,0.12752175669721866,no,-0.9045332563775755,-0.8790598757701068,-0.8944157132107176
207,Rep-1,0.7525467272181866,0.014496031669621361,0.7865139699714337,0.015603444235037194,0.8358037150858045,0.014909628803460046,no,-1.8387508708588476,-1.806779526826987,-1.8265331687948758
208,Rep-2,0.6841489146136189,0.0027467983913022492,0.7966398818582447,0.0028874276315181036,0.7175991479292423,0.003105505289803922,no,-2.561173215627898,-2.5394888918188325,-2.507867726656493
209,Rep-3,0.857810677863586,0.01320766624084939,0.9078252340644065,0.013786573075511316,0.8355352671295867,0.013492006019708205,no,-1.8791739142750044,-1.8605436728634879,-1.8699234737142716
210,P8-1,0.730041738372702,0.000543701751003194,0.7134187561445102,0.0005098126350958032,0.7060463260581104,0.000550896696041056,no,-3.2646392683413086,-3.292589405264581,-3.258929832265344
211,P8-2,0.7327522052871005,0.011399470502416027,0.8461441880931752,0.01063460883453733,0.6323997383678817,0.008979255197593019,no,-1.9431153208757652,-1.9732784798210752,-2.04675968526925
212,P8-3,0.695920370659789,0.011336560681863323,0.8350616937645627,0.011500017692861877,0.7702410157781142,0.01122435098751955,no,-1.9455186829601614,-1.9393014914806168,-1.9498387612990438
213,P8-4,0.6597664669923382,0.016721944659932195,0.77571450704225,0.01686054644357799,0.7032583463448386,0.016076392813257075,no,-1.776713218166887,-1.7731283541724348,-1.793811390726721
214,F7,0.7414616257090995,0.0021970958083595412,0.8402460331228871,0.0022554907748258846,0.6905840664585403,0.0024968569335718296,yes,-2.658151004465636,-2.646758944868823,-2.602606341405293
215,B9,0.7648891899567659,0.01778161904292138,0.828107652406098,0.018377205438946467,0.703457285155701,0.018432931259958495,yes,-1.7500286984054727,-1.735720529659322,-1.7344055964792926
216,C5,1.5799206386217268,0.15724273378383974,1.391537143785608,0.15059884738448254,1.548671637143822,0.15271050423741528,yes,-0.8034294142483139,-0.8221783520162915,-0.8161310888411196
217,A8,0.773556708675399,0.0015544462735624974,0.8929049470820505,0.001691558797516697,0.7797554112101288,0.0016960038332664452,yes,-2.808424283912566,-2.771712901811414,-2.7705731704964136
218,A1,0.6783021945252916,0.014917936315214866,0.6369142064672303,0.015859549398773366,0.6100580873277138,0.015116045870158476,yes,-1.826291251186623,-1.7997091560099825,-1.8205617988715563
219,NH72,0.5551353723244411,0.02022211123247592,0.5712466116545933,0.021230485715299747,0.4813562315931225,0.021117706681573815,yes,-1.6941735050877655,-1.6730400698442964,-1.6753532466313945
220,NH92,0.8284734706419734,0.022010359150451013,0.843723218282539,0.023877748885145503,0.7855460268775094,0.02133044033610564,yes,-1.6573728708593518,-1.6220066194540017,-1.6710001790762647
221,NH80,0.570854945536328,0.0001253250670444597,0.8969812974098144,0.00011756597125419784,0.5891111046087082,0.0002091241757698849,yes,-3.9019620543827234,-3.9297183639324484,-3.6795957577297105
222,NH28,0.9056154558497596,0.013665575878079976,0.9673092629055519,0.013266642705551862,0.989711819513614,0.013985376647980847,yes,-1.864372062075778,-1.8772389670321055,-1.8543258329079704
223,NH2,0.9593716879159894,0.005244595228718742,1.0313055154218542,0.005169451112093199,1.0343677664008235,0.0052917214574263105,yes,-2.280288024480401,-2.2865555674755154,-2.2764030240246793
224,NH45,0.9540035276830834,0.0050077931683363925,1.117150942343426,0.005042531505743698,1.106835657240227,0.0053183413632956165,yes,-2.3003536166397103,-2.297351379634207,-2.2742237904648412
225,NH64,1.2333574561835663,0.008949680320515645,1.132745636432271,0.008415742152056434,1.260590235379637,0.009570307344860656,yes,-2.0481924772556606,-2.074907579232938,-2.0190741148842104
226,NH68,1.371341262653743,0.001625335222298511,1.1150253080031671,0.0014005948753831004,1.128889227885399,0.0015175602269730483,yes,-2.7890570530358225,-2.853687467019095,-2.818854064191405
227,NH96,1.6831872817536746,0.001699620246253041,0.9561404933320421,0.001566536266454131,1.7314842848163396,0.0016262957746764836,yes,-2.7696481041395935,-2.8050595464327133,-2.788800466350645
228,NH8,0.806127109047989,0.0024592860038706024,1.0151428802143116,0.002544241442458057,0.9199574328613942,0.0026107811069955534,yes,-2.609190961834687,-2.594441677555177,-2.583229538751174
229,NH93,0.9786234796464417,0.006967691257064826,0.9331541023535113,0.007132871337534775,1.1041170173864203,0.0071788020726529424,yes,-2.156911101445246,-2.146735609696214,-2.1439480204709986
230,NH44,1.5453966206738754,0.0005273808069918792,1.4112016974979298,0.00048739025913495105,1.720993039423228,0.0005772910094877405,yes,-3.2778756795657014,-3.3121231547701155,-3.238605205987022
231,NH39,1.3959850202659354,0.0017052254189437956,1.288987740614264,0.001630220029905811,1.6419632159908133,0.0017230749239809933,yes,-2.7682182021656825,-2.7877537751512773,-2.7636958378369085
232,NH32,1.6104478298337173,0.00017151828433709007,1.5729959421294342,0.0001309772396021106,1.457525892848797,0.00014280000351924178,yes,-3.765689576125973,-3.882804166741268,-3.8452717818568525
233,NH31,1.4540354920794096,0.001024790425890253,1.2982110804971203,0.0009229798236294375,1.1629754489705,0.0009880948110810096,yes,-2.989364940642815,-3.034807792562575,-3.005201381370108
234,NH20,1.5141788834610626,0.03726651818014682,1.4275006888475157,0.036286333899109686,1.5394967403040398,0.0347051382960508,yes,-1.428681181589777,-1.440256907462558,-1.459606220643784
235,E5,1.2313153167998496,0.03079267560874154,1.2689087852076628,0.02984932031612968,1.395819383611896,0.027441287880069654,yes,-1.5115525731420467,-1.5250655535233901,-1.5615955100905645
236,H8,0.7472398568744345,0.003831135534130754,0.8082514136765105,0.0039464962587172255,0.7789232191243525,0.004744208647724573,yes,-2.4166724837037123,-2.403788304570065,-2.3238362191878865
237,B8,0.8154921052717282,0.008484418015578952,0.8061709316733555,0.008974562565398048,0.7677448290892414,0.008925789793431787,yes,-2.071377942537954,-2.046986710444752,-2.0493533452153647
238,H7,0.6937035323662561,0.0009648810213073056,0.8829637409058431,0.0008906504989479268,0.7202017420653036,0.0008026578396863543,yes,-3.0155262358534856,-3.0502926844656644,-3.0954695481263013
239,D7,0.8284791567284904,0.002014565008265322,0.7862236721831762,0.0017596427217033501,0.7891729107459884,0.0018893365394528436,yes,-2.695818713743273,-2.7545755024949075,-2.7236906761653246
